iter	Passed	Remaining
20156	145626	360096
20157	145634	360091
20158	145641	360083
20159	145648	360076
20160	145656	360069
20161	145663	360062
20162	145670	360054
20163	145678	360048
20164	145685	360041
20165	145692	360033
20166	145700	360027
20167	145707	360020
20168	145714	360013
20169	145722	360007
20170	145729	360000
20171	145736	359993
20172	145743	359985
20173	145750	359977
20174	145757	359969
20175	145764	359961
20176	145772	359954
20177	145779	359947
20178	145786	359940
20179	145793	359932
20180	145800	359923
20181	145807	359915
20182	145814	359908
20183	145821	359901
20184	145828	359892
20185	145835	359885
20186	145842	359877
20187	145849	359869
20188	145856	359861
20189	145863	359853
20190	145870	359845
20191	145877	359838
20192	145884	359831
20193	145891	359824
20194	145898	359816
20195	145905	359808
20196	145913	359801
20197	145920	359794
20198	145927	359786
20199	145934	359779
20200	145941	359771
20201	145948	359764
20202	145956	359757
20203	145962	359748
20204	145969	359740
20205	145977	359734
20206	145983	359725
20207	145991	359718
20208	145998	359711
20209	146006	359705
20210	146013	359697
20211	146020	359689
20212	146027	359681
20213	146034	359674
20214	146041	359667
20215	146048	359659
20216	146055	359651
20217	146062	359644
20218	146069	359636
20219	146076	359629
20220	146084	359622
20221	146091	359615
20222	146098	359607
20223	146105	359600
20224	146113	359593
20225	146120	359586
20226	146127	359577
20227	146134	359571
20228	146141	359563
20229	146149	359556
20230	146156	359550
20231	146164	359544
20232	146171	359538
20233	146179	359532
20234	146186	359525
20235	146194	359518
20236	146202	359512
20237	146209	359506
20238	146217	359500
20239	146225	359494
20240	146232	359486
20241	146239	359480
20242	146247	359473
20243	146254	359466
20244	146261	359459
20245	146269	359452
20246	146275	359444
20247	146282	359435
20248	146289	359428
20249	146297	359421
20250	146304	359414
20251	146311	359406
20252	146318	359397
20253	146325	359390
20254	146332	359383
20255	146339	359374
20256	146346	359366
20257	146352	359358
20258	146360	359352
20259	146367	359345
20260	146374	359337
20261	146381	359330
20262	146389	359323
20263	146397	359317
20264	146403	359309
20265	146410	359301
20266	146418	359294
20267	146425	359287
20268	146433	359281
20269	146440	359273
20270	146447	359266
20271	146454	359259
20272	146462	359252
20273	146469	359245
20274	146477	359238
20275	146483	359230
20276	146491	359223
20277	146498	359216
20278	146505	359208
20279	146512	359202
20280	146519	359194
20281	146526	359185
20282	146533	359178
20283	146540	359171
20284	146547	359163
20285	146554	359154
20286	146561	359146
20287	146568	359138
20288	146575	359130
20289	146581	359121
20290	146589	359114
20291	146596	359107
20292	146603	359099
20293	146610	359091
20294	146617	359083
20295	146624	359077
20296	146632	359070
20297	146639	359064
20298	146647	359058
20299	146654	359050
20300	146661	359042
20301	146668	359036
20302	146675	359028
20303	146683	359021
20304	146690	359014
20305	146697	359007
20306	146705	359000
20307	146712	358993
20308	146719	358985
20309	146727	358980
20310	146734	358973
20311	146742	358966
20312	146749	358959
20313	146756	358952
20314	146763	358944
20315	146771	358938
20316	146778	358930
20317	146785	358923
20318	146792	358915
20319	146799	358908
20320	146806	358900
20321	146813	358891
20322	146820	358884
20323	146827	358876
20324	146835	358870
20325	146842	358862
20326	146849	358855
20327	146856	358847
20328	146863	358838
20329	146870	358832
20330	146878	358826
20331	146885	358820
20332	146893	358812
20333	146900	358805
20334	146907	358799
20335	146914	358791
20336	146922	358784
20337	146929	358776
20338	146936	358768
20339	146943	358761
20340	146950	358754
20341	146957	358746
20342	146964	358739
20343	146971	358730
20344	146979	358724
20345	146986	358717
20346	146993	358709
20347	147000	358701
20348	147008	358695
20349	147016	358690
20350	147023	358682
20351	147030	358674
20352	147037	358668
20353	147045	358662
20354	147052	358655
20355	147060	358648
20356	147068	358643
20357	147076	358638
20358	147084	358633
20359	147092	358627
20360	147099	358620
20361	147106	358612
20362	147114	358607
20363	147123	358603
20364	147130	358597
20365	147137	358589
20366	147144	358581
20367	147152	358574
20368	147159	358567
20369	147166	358560
20370	147173	358553
20371	147180	358545
20372	147187	358538
20373	147195	358531
20374	147203	358526
20375	147211	358521
20376	147219	358516
20377	147228	358512
20378	147236	358508
20379	147245	358503
20380	147253	358497
20381	147261	358493
20382	147269	358488
20383	147276	358481
20384	147284	358474
20385	147291	358467
20386	147299	358461
20387	147306	358453
20388	147313	358446
20389	147321	358441
20390	147328	358433
20391	147335	358425
20392	147342	358418
20393	147350	358411
20394	147357	358404
20395	147363	358395
20396	147370	358387
20397	147377	358379
20398	147384	358372
20399	147392	358366
20400	147399	358357
20401	147406	358349
20402	147413	358342
20403	147420	358335
20404	147428	358328
20405	147435	358321
20406	147442	358313
20407	147449	358307
20408	147457	358300
20409	147464	358292
20410	147471	358284
20411	147477	358276
20412	147484	358268
20413	147491	358260
20414	147499	358253
20415	147506	358246
20416	147513	358238
20417	147520	358231
20418	147527	358223
20419	147534	358216
20420	147542	358209
20421	147549	358203
20422	147557	358196
20423	147564	358189
20424	147571	358182
20425	147579	358174
20426	147586	358168
20427	147593	358161
20428	147601	358155
20429	147608	358148
20430	147616	358140
20431	147623	358133
20432	147630	358126
20433	147637	358119
20434	147645	358112
20435	147652	358105
20436	147659	358097
20437	147666	358090
20438	147673	358083
20439	147681	358075
20440	147687	358067
20441	147694	358059
20442	147701	358051
20443	147708	358043
20444	147715	358036
20445	147724	358032
20446	147732	358028
20447	147741	358024
20448	147749	358019
20449	147757	358014
20450	147765	358009
20451	147774	358006
20452	147782	357999
20453	147789	357993
20454	147796	357985
20455	147804	357980
20456	147812	357972
20457	147819	357966
20458	147826	357958
20459	147833	357950
20460	147840	357943
20461	147848	357936
20462	147855	357929
20463	147862	357921
20464	147868	357912
20465	147876	357907
20466	147883	357899
20467	147890	357891
20468	147898	357885
20469	147905	357877
20470	147913	357871
20471	147920	357864
20472	147927	357857
20473	147934	357848
20474	147941	357841
20475	147948	357832
20476	147955	357826
20477	147963	357819
20478	147970	357812
20479	147976	357803
20480	147984	357797
20481	147992	357791
20482	148000	357785
20483	148007	357778
20484	148014	357771
20485	148021	357763
20486	148028	357755
20487	148035	357747
20488	148042	357739
20489	148049	357732
20490	148056	357724
20491	148064	357717
20492	148071	357711
20493	148079	357704
20494	148086	357697
20495	148093	357690
20496	148100	357682
20497	148107	357674
20498	148114	357666
20499	148121	357659
20500	148129	357653
20501	148136	357645
20502	148143	357639
20503	148151	357632
20504	148158	357625
20505	148165	357618
20506	148172	357610
20507	148180	357603
20508	148187	357596
20509	148195	357590
20510	148202	357583
20511	148209	357575
20512	148216	357567
20513	148223	357560
20514	148231	357554
20515	148238	357546
20516	148245	357540
20517	148253	357533
20518	148260	357526
20519	148268	357519
20520	148275	357511
20521	148281	357502
20522	148288	357495
20523	148295	357487
20524	148303	357481
20525	148310	357474
20526	148317	357465
20527	148324	357458
20528	148331	357451
20529	148338	357442
20530	148345	357436
20531	148354	357433
20532	148362	357425
20533	148369	357418
20534	148376	357411
20535	148383	357404
20536	148391	357397
20537	148399	357392
20538	148406	357386
20539	148414	357380
20540	148422	357373
20541	148430	357368
20542	148437	357362
20543	148445	357356
20544	148453	357349
20545	148461	357344
20546	148468	357338
20547	148476	357332
20548	148483	357324
20549	148491	357318
20550	148499	357312
20551	148506	357306
20552	148514	357299
20553	148521	357293
20554	148529	357286
20555	148536	357279
20556	148544	357273
20557	148551	357266
20558	148558	357259
20559	148566	357252
20560	148573	357245
20561	148580	357238
20562	148588	357233
20563	148595	357225
20564	148603	357218
20565	148610	357211
20566	148617	357204
20567	148624	357196
20568	148631	357188
20569	148639	357182
20570	148646	357175
20571	148653	357168
20572	148661	357161
20573	148668	357154
20574	148676	357148
20575	148683	357140
20576	148690	357132
20577	148697	357124
20578	148703	357115
20579	148711	357108
20580	148718	357101
20581	148725	357093
20582	148732	357085
20583	148739	357078
20584	148748	357074
20585	148755	357067
20586	148762	357060
20587	148769	357052
20588	148776	357045
20589	148784	357039
20590	148792	357033
20591	148799	357026
20592	148806	357019
20593	148814	357012
20594	148821	357006
20595	148828	356998
20596	148836	356991
20597	148843	356985
20598	148851	356978
20599	148858	356970
20600	148865	356964
20601	148873	356957
20602	148880	356951
20603	148888	356945
20604	148895	356938
20605	148903	356931
20606	148909	356922
20607	148917	356916
20608	148924	356908
20609	148931	356900
20610	148938	356893
20611	148946	356887
20612	148953	356881
20613	148961	356874
20614	148969	356868
20615	148976	356862
20616	148984	356856
20617	148991	356848
20618	148998	356841
20619	149006	356834
20620	149013	356827
20621	149020	356820
20622	149028	356814
20623	149035	356807
20624	149042	356799
20625	149050	356793
20626	149057	356786
20627	149065	356780
20628	149073	356774
20629	149080	356766
20630	149087	356759
20631	149094	356752
20632	149102	356746
20633	149110	356740
20634	149117	356733
20635	149124	356725
20636	149131	356718
20637	149138	356710
20638	149145	356702
20639	149153	356696
20640	149160	356688
20641	149167	356680
20642	149174	356673
20643	149181	356664
20644	149188	356658
20645	149195	356650
20646	149202	356641
20647	149209	356634
20648	149216	356627
20649	149223	356619
20650	149230	356610
20651	149237	356602
20652	149244	356594
20653	149251	356587
20654	149258	356580
20655	149265	356571
20656	149272	356563
20657	149279	356557
20658	149286	356549
20659	149293	356542
20660	149300	356534
20661	149308	356527
20662	149315	356520
20663	149322	356513
20664	149329	356505
20665	149337	356498
20666	149344	356491
20667	149351	356484
20668	149358	356476
20669	149366	356470
20670	149373	356463
20671	149381	356457
20672	149388	356448
20673	149394	356440
20674	149402	356433
20675	149409	356426
20676	149417	356420
20677	149424	356414
20678	149431	356406
20679	149438	356398
20680	149445	356390
20681	149453	356383
20682	149461	356378
20683	149468	356370
20684	149475	356363
20685	149482	356355
20686	149489	356347
20687	149496	356340
20688	149503	356333
20689	149510	356326
20690	149518	356318
20691	149525	356311
20692	149532	356302
20693	149539	356295
20694	149546	356288
20695	149554	356282
20696	149561	356274
20697	149568	356267
20698	149576	356261
20699	149583	356253
20700	149589	356244
20701	149596	356237
20702	149604	356230
20703	149611	356223
20704	149618	356216
20705	149625	356208
20706	149632	356199
20707	149639	356192
20708	149647	356185
20709	149654	356179
20710	149662	356174
20711	149670	356169
20712	149677	356161
20713	149685	356154
20714	149692	356147
20715	149700	356141
20716	149708	356135
20717	149716	356130
20718	149723	356123
20719	149731	356117
20720	149738	356110
20721	149745	356103
20722	149753	356097
20723	149761	356090
20724	149769	356086
20725	149777	356081
20726	149786	356077
20727	149793	356070
20728	149801	356064
20729	149809	356058
20730	149818	356056
20731	149826	356050
20732	149833	356043
20733	149841	356036
20734	149848	356029
20735	149855	356021
20736	149862	356014
20737	149869	356006
20738	149877	356000
20739	149884	355993
20740	149891	355986
20741	149898	355978
20742	149905	355971
20743	149913	355964
20744	149920	355958
20745	149927	355950
20746	149935	355943
20747	149942	355936
20748	149949	355928
20749	149956	355920
20750	149963	355912
20751	149969	355903
20752	149976	355896
20753	149983	355887
20754	149990	355880
20755	149999	355875
20756	150006	355869
20757	150014	355862
20758	150021	355855
20759	150029	355849
20760	150035	355841
20761	150042	355833
20762	150049	355825
20763	150057	355818
20764	150064	355811
20765	150071	355802
20766	150078	355794
20767	150085	355787
20768	150091	355778
20769	150098	355771
20770	150106	355763
20771	150113	355757
20772	150120	355750
20773	150127	355742
20774	150135	355735
20775	150142	355727
20776	150148	355719
20777	150155	355710
20778	150162	355702
20779	150169	355695
20780	150176	355687
20781	150183	355678
20782	150189	355670
20783	150197	355664
20784	150204	355657
20785	150211	355649
20786	150218	355641
20787	150226	355634
20788	150234	355628
20789	150241	355622
20790	150249	355616
20791	150256	355610
20792	150264	355603
20793	150271	355596
20794	150278	355589
20795	150286	355581
20796	150293	355574
20797	150300	355567
20798	150307	355558
20799	150314	355551
20800	150321	355544
20801	150328	355536
20802	150335	355528
20803	150342	355519
20804	150349	355512
20805	150356	355505
20806	150363	355498
20807	150371	355491
20808	150378	355483
20809	150385	355476
20810	150392	355469
20811	150400	355462
20812	150407	355455
20813	150414	355448
20814	150421	355440
20815	150429	355433
20816	150436	355426
20817	150443	355419
20818	150451	355413
20819	150459	355407
20820	150467	355402
20821	150476	355398
20822	150484	355393
20823	150492	355389
20824	150501	355384
20825	150509	355381
20826	150517	355375
20827	150525	355370
20828	150534	355366
20829	150542	355361
20830	150550	355356
20831	150558	355351
20832	150567	355346
20833	150575	355341
20834	150582	355335
20835	150590	355329
20836	150598	355322
20837	150606	355317
20838	150614	355312
20839	150622	355307
20840	150630	355302
20841	150638	355296
20842	150646	355291
20843	150655	355287
20844	150663	355281
20845	150670	355275
20846	150678	355269
20847	150686	355263
20848	150694	355259
20849	150702	355253
20850	150710	355247
20851	150718	355241
20852	150725	355234
20853	150733	355229
20854	150741	355224
20855	150750	355220
20856	150758	355215
20857	150766	355210
20858	150774	355205
20859	150782	355199
20860	150790	355193
20861	150798	355188
20862	150806	355182
20863	150813	355174
20864	150820	355166
20865	150827	355159
20866	150834	355152
20867	150841	355145
20868	150848	355137
20869	150856	355130
20870	150863	355121
20871	150870	355115
20872	150878	355109
20873	150886	355104
20874	150893	355095
20875	150900	355087
20876	150906	355079
20877	150913	355071
20878	150920	355064
20879	150928	355056
20880	150935	355049
20881	150943	355044
20882	150950	355037
20883	150958	355030
20884	150965	355024
20885	150972	355016
20886	150979	355008
20887	150987	355002
20888	150994	354995
20889	151002	354988
20890	151009	354982
20891	151017	354977
20892	151025	354971
20893	151034	354966
20894	151041	354959
20895	151048	354951
20896	151055	354943
20897	151062	354937
20898	151069	354928
20899	151076	354921
20900	151083	354912
20901	151089	354903
20902	151096	354894
20903	151103	354887
20904	151110	354880
20905	151117	354873
20906	151125	354865
20907	151132	354858
20908	151138	354849
20909	151145	354841
20910	151152	354834
20911	151159	354825
20912	151165	354816
20913	151172	354808
20914	151179	354801
20915	151187	354793
20916	151194	354786
20917	151201	354779
20918	151208	354771
20919	151215	354764
20920	151222	354756
20921	151229	354748
20922	151236	354740
20923	151244	354734
20924	151251	354726
20925	151258	354718
20926	151265	354710
20927	151272	354703
20928	151278	354694
20929	151286	354687
20930	151292	354678
20931	151299	354671
20932	151306	354663
20933	151313	354655
20934	151320	354647
20935	151328	354640
20936	151334	354632
20937	151342	354625
20938	151349	354617
20939	151356	354609
20940	151362	354601
20941	151369	354593
20942	151376	354585
20943	151383	354577
20944	151390	354569
20945	151397	354561
20946	151404	354553
20947	151412	354548
20948	151418	354538
20949	151425	354531
20950	151433	354525
20951	151440	354518
20952	151447	354509
20953	151454	354502
20954	151462	354495
20955	151469	354488
20956	151476	354481
20957	151483	354474
20958	151490	354466
20959	151498	354459
20960	151505	354452
20961	151513	354445
20962	151520	354439
20963	151527	354432
20964	151534	354424
20965	151542	354418
20966	151550	354412
20967	151557	354404
20968	151565	354400
20969	151574	354396
20970	151582	354390
20971	151590	354385
20972	151598	354381
20973	151607	354376
20974	151614	354370
20975	151623	354365
20976	151630	354358
20977	151638	354354
20978	151647	354349
20979	151655	354345
20980	151664	354341
20981	151672	354335
20982	151679	354328
20983	151686	354320
20984	151693	354312
20985	151700	354305
20986	151707	354297
20987	151715	354292
20988	151722	354283
20989	151730	354277
20990	151737	354271
20991	151744	354262
20992	151751	354256
20993	151759	354249
20994	151767	354243
20995	151774	354237
20996	151782	354231
20997	151789	354223
20998	151796	354216
20999	151804	354209
21000	151812	354205
21001	151820	354199
21002	151829	354195
21003	151836	354188
21004	151843	354181
21005	151850	354173
21006	151857	354165
21007	151864	354157
21008	151871	354150
21009	151878	354143
21010	151885	354135
21011	151892	354127
21012	151899	354119
21013	151907	354113
21014	151914	354105
21015	151921	354097
21016	151928	354090
21017	151935	354082
21018	151943	354075
21019	151950	354068
21020	151957	354061
21021	151965	354054
21022	151972	354047
21023	151979	354039
21024	151987	354033
21025	151994	354026
21026	152001	354019
21027	152008	354012
21028	152015	354004
21029	152022	353997
21030	152031	353992
21031	152038	353985
21032	152046	353980
21033	152054	353974
21034	152061	353966
21035	152068	353958
21036	152075	353951
21037	152082	353944
21038	152090	353937
21039	152097	353930
21040	152104	353921
21041	152112	353916
21042	152119	353909
21043	152126	353902
21044	152134	353895
21045	152141	353887
21046	152148	353880
21047	152155	353873
21048	152162	353865
21049	152169	353858
21050	152177	353850
21051	152184	353843
21052	152191	353836
21053	152198	353829
21054	152205	353820
21055	152213	353814
21056	152220	353807
21057	152227	353799
21058	152234	353791
21059	152241	353783
21060	152248	353776
21061	152255	353768
21062	152262	353760
21063	152270	353754
21064	152277	353747
21065	152284	353739
21066	152291	353732
21067	152299	353725
21068	152305	353717
21069	152313	353710
21070	152320	353704
21071	152328	353698
21072	152336	353692
21073	152343	353684
21074	152351	353678
21075	152359	353673
21076	152366	353666
21077	152373	353658
21078	152380	353650
21079	152388	353644
21080	152395	353637
21081	152402	353630
21082	152409	353622
21083	152417	353616
21084	152424	353609
21085	152432	353602
21086	152440	353597
21087	152446	353588
21088	152454	353581
21089	152461	353574
21090	152468	353566
21091	152475	353558
21092	152483	353552
21093	152490	353546
21094	152498	353540
21095	152506	353534
21096	152513	353526
21097	152520	353518
21098	152527	353511
21099	152534	353504
21100	152541	353497
21101	152548	353489
21102	152556	353482
21103	152563	353476
21104	152570	353468
21105	152577	353460
21106	152584	353451
21107	152591	353443
21108	152598	353436
21109	152605	353429
21110	152612	353421
21111	152620	353415
21112	152628	353411
21113	152636	353403
21114	152643	353397
21115	152650	353390
21116	152658	353383
21117	152665	353375
21118	152672	353368
21119	152680	353362
21120	152687	353355
21121	152695	353349
21122	152702	353342
21123	152709	353334
21124	152717	353329
21125	152724	353321
21126	152732	353314
21127	152739	353307
21128	152746	353300
21129	152753	353292
21130	152760	353285
21131	152767	353276
21132	152774	353268
21133	152781	353260
21134	152788	353252
21135	152795	353245
21136	152801	353236
21137	152809	353230
21138	152816	353223
21139	152824	353217
21140	152831	353209
21141	152839	353202
21142	152846	353195
21143	152853	353189
21144	152860	353180
21145	152868	353174
21146	152875	353167
21147	152882	353159
21148	152889	353151
21149	152896	353142
21150	152903	353135
21151	152910	353127
21152	152917	353121
21153	152925	353114
21154	152931	353106
21155	152939	353099
21156	152946	353092
21157	152953	353084
21158	152960	353076
21159	152967	353069
21160	152974	353061
21161	152982	353054
21162	152989	353047
21163	152996	353039
21164	153003	353031
21165	153010	353024
21166	153017	353017
21167	153025	353012
21168	153033	353006
21169	153041	353000
21170	153049	352995
21171	153057	352989
21172	153065	352982
21173	153072	352976
21174	153079	352968
21175	153086	352961
21176	153093	352953
21177	153100	352945
21178	153107	352937
21179	153114	352930
21180	153122	352923
21181	153130	352919
21182	153138	352913
21183	153146	352908
21184	153155	352903
21185	153162	352898
21186	153171	352894
21187	153179	352887
21188	153187	352882
21189	153195	352876
21190	153202	352870
21191	153209	352861
21192	153216	352854
21193	153224	352847
21194	153231	352841
21195	153239	352834
21196	153245	352825
21197	153253	352819
21198	153260	352811
21199	153267	352804
21200	153275	352799
21201	153282	352791
21202	153290	352785
21203	153297	352778
21204	153305	352771
21205	153312	352765
21206	153319	352757
21207	153327	352751
21208	153334	352744
21209	153341	352737
21210	153349	352730
21211	153356	352722
21212	153363	352716
21213	153371	352709
21214	153379	352704
21215	153387	352699
21216	153395	352694
21217	153402	352686
21218	153410	352680
21219	153418	352674
21220	153425	352666
21221	153433	352660
21222	153440	352654
21223	153447	352646
21224	153454	352638
21225	153462	352632
21226	153470	352626
21227	153477	352619
21228	153484	352611
21229	153492	352605
21230	153499	352598
21231	153506	352590
21232	153513	352583
21233	153521	352576
21234	153528	352570
21235	153536	352563
21236	153543	352557
21237	153551	352549
21238	153557	352541
21239	153565	352534
21240	153572	352528
21241	153580	352521
21242	153586	352513
21243	153593	352505
21244	153601	352498
21245	153608	352491
21246	153616	352485
21247	153623	352478
21248	153630	352471
21249	153638	352464
21250	153645	352457
21251	153653	352450
21252	153660	352444
21253	153667	352436
21254	153675	352429
21255	153682	352423
21256	153690	352416
21257	153697	352410
21258	153704	352402
21259	153711	352395
21260	153718	352387
21261	153726	352379
21262	153733	352372
21263	153740	352366
21264	153748	352359
21265	153755	352352
21266	153762	352344
21267	153770	352338
21268	153777	352331
21269	153784	352323
21270	153792	352317
21271	153799	352310
21272	153807	352303
21273	153814	352297
21274	153821	352289
21275	153829	352283
21276	153836	352276
21277	153844	352269
21278	153851	352262
21279	153858	352255
21280	153866	352248
21281	153873	352240
21282	153880	352233
21283	153887	352226
21284	153894	352219
21285	153902	352212
21286	153909	352206
21287	153917	352199
21288	153925	352193
21289	153933	352188
21290	153940	352181
21291	153947	352174
21292	153955	352167
21293	153962	352160
21294	153969	352152
21295	153976	352145
21296	153984	352138
21297	153991	352132
21298	153998	352124
21299	154006	352117
21300	154013	352110
21301	154021	352104
21302	154028	352097
21303	154035	352088
21304	154042	352081
21305	154050	352075
21306	154057	352068
21307	154064	352061
21308	154071	352053
21309	154078	352046
21310	154087	352041
21311	154094	352034
21312	154102	352027
21313	154109	352020
21314	154116	352013
21315	154123	352005
21316	154130	351998
21317	154137	351990
21318	154145	351983
21319	154151	351975
21320	154159	351967
21321	154166	351961
21322	154174	351955
21323	154181	351948
21324	154189	351942
21325	154196	351935
21326	154203	351928
21327	154211	351922
21328	154219	351915
21329	154226	351909
21330	154233	351900
21331	154240	351893
21332	154247	351885
21333	154255	351880
21334	154263	351874
21335	154270	351867
21336	154278	351859
21337	154285	351852
21338	154292	351845
21339	154299	351837
21340	154306	351830
21341	154314	351823
21342	154320	351815
21343	154327	351806
21344	154334	351798
21345	154341	351791
21346	154348	351782
21347	154355	351775
21348	154362	351767
21349	154369	351758
21350	154376	351752
21351	154383	351744
21352	154390	351737
21353	154398	351731
21354	154405	351724
21355	154412	351716
21356	154419	351709
21357	154426	351700
21358	154433	351693
21359	154440	351684
21360	154447	351676
21361	154454	351670
21362	154461	351662
21363	154468	351653
21364	154475	351645
21365	154482	351637
21366	154488	351629
21367	154496	351621
21368	154502	351613
21369	154510	351606
21370	154516	351598
21371	154524	351590
21372	154530	351582
21373	154537	351574
21374	154544	351566
21375	154551	351558
21376	154558	351550
21377	154565	351543
21378	154573	351536
21379	154580	351528
21380	154587	351520
21381	154593	351512
21382	154600	351505
21383	154607	351495
21384	154614	351488
21385	154621	351481
21386	154628	351473
21387	154635	351465
21388	154643	351459
21389	154650	351451
21390	154658	351445
21391	154665	351438
21392	154672	351432
21393	154680	351424
21394	154687	351417
21395	154693	351408
21396	154701	351401
21397	154708	351395
21398	154716	351389
21399	154724	351383
21400	154731	351376
21401	154739	351370
21402	154747	351364
21403	154755	351358
21404	154762	351352
21405	154770	351346
21406	154778	351339
21407	154785	351333
21408	154793	351326
21409	154800	351320
21410	154808	351314
21411	154816	351308
21412	154823	351301
21413	154831	351295
21414	154838	351288
21415	154846	351281
21416	154853	351274
21417	154860	351267
21418	154867	351258
21419	154874	351252
21420	154881	351243
21421	154889	351237
21422	154896	351230
21423	154904	351223
21424	154911	351216
21425	154918	351210
21426	154927	351207
21427	154936	351201
21428	154944	351196
21429	154952	351192
21430	154961	351189
21431	154969	351184
21432	154977	351178
21433	154986	351175
21434	154995	351170
21435	155002	351164
21436	155010	351157
21437	155017	351149
21438	155023	351141
21439	155031	351134
21440	155038	351127
21441	155046	351122
21442	155054	351115
21443	155061	351108
21444	155068	351101
21445	155076	351094
21446	155083	351087
21447	155090	351080
21448	155097	351072
21449	155105	351065
21450	155111	351057
21451	155119	351049
21452	155126	351041
21453	155133	351035
21454	155140	351027
21455	155148	351022
21456	155156	351017
21457	155164	351010
21458	155171	351003
21459	155178	350995
21460	155185	350988
21461	155193	350981
21462	155200	350974
21463	155207	350967
21464	155214	350960
21465	155222	350952
21466	155229	350945
21467	155235	350936
21468	155243	350930
21469	155250	350923
21470	155258	350917
21471	155266	350910
21472	155273	350904
21473	155281	350897
21474	155288	350890
21475	155295	350882
21476	155302	350875
21477	155309	350868
21478	155317	350860
21479	155324	350853
21480	155331	350846
21481	155339	350839
21482	155346	350832
21483	155353	350825
21484	155360	350816
21485	155367	350810
21486	155375	350804
21487	155382	350795
21488	155388	350787
21489	155395	350779
21490	155403	350774
21491	155410	350765
21492	155418	350759
21493	155425	350752
21494	155433	350746
21495	155440	350738
21496	155447	350731
21497	155454	350723
21498	155461	350716
21499	155468	350708
21500	155475	350701
21501	155482	350693
21502	155490	350686
21503	155497	350678
21504	155504	350672
21505	155512	350666
21506	155519	350659
21507	155527	350652
21508	155534	350645
21509	155542	350639
21510	155550	350634
21511	155558	350628
21512	155566	350623
21513	155574	350618
21514	155582	350612
21515	155590	350606
21516	155598	350599
21517	155606	350595
21518	155614	350590
21519	155623	350586
21520	155631	350581
21521	155639	350576
21522	155647	350570
21523	155655	350565
21524	155663	350559
21525	155671	350553
21526	155679	350547
21527	155686	350539
21528	155695	350536
21529	155702	350529
21530	155710	350522
21531	155717	350515
21532	155724	350507
21533	155731	350500
21534	155738	350492
21535	155745	350485
21536	155752	350477
21537	155759	350469
21538	155766	350461
21539	155773	350454
21540	155780	350447
21541	155787	350439
21542	155794	350430
21543	155801	350422
21544	155808	350415
21545	155815	350407
21546	155823	350401
21547	155830	350394
21548	155837	350387
21549	155845	350380
21550	155852	350373
21551	155860	350368
21552	155868	350362
21553	155876	350356
21554	155883	350348
21555	155889	350339
21556	155897	350333
21557	155905	350327
21558	155912	350319
21559	155919	350313
21560	155927	350306
21561	155935	350300
21562	155942	350293
21563	155949	350285
21564	155956	350277
21565	155963	350270
21566	155971	350265
21567	155979	350258
21568	155986	350250
21569	155993	350244
21570	156001	350237
21571	156008	350231
21572	156016	350224
21573	156023	350217
21574	156030	350210
21575	156038	350204
21576	156046	350198
21577	156053	350191
21578	156060	350183
21579	156067	350176
21580	156075	350169
21581	156082	350162
21582	156089	350154
21583	156096	350147
21584	156103	350139
21585	156110	350132
21586	156118	350125
21587	156125	350118
21588	156133	350111
21589	156141	350105
21590	156148	350099
21591	156156	350092
21592	156162	350083
21593	156169	350075
21594	156176	350068
21595	156184	350061
21596	156191	350055
21597	156198	350048
21598	156206	350041
21599	156213	350034
21600	156220	350027
21601	156228	350020
21602	156235	350012
21603	156242	350006
21604	156250	349999
21605	156257	349992
21606	156264	349984
21607	156272	349977
21608	156279	349970
21609	156285	349961
21610	156293	349954
21611	156300	349947
21612	156308	349941
21613	156315	349934
21614	156322	349926
21615	156329	349919
21616	156337	349913
21617	156344	349905
21618	156352	349899
21619	156359	349891
21620	156366	349884
21621	156373	349876
21622	156380	349870
21623	156387	349862
21624	156395	349856
21625	156403	349850
21626	156410	349843
21627	156417	349835
21628	156425	349828
21629	156432	349820
21630	156439	349813
21631	156446	349806
21632	156453	349799
21633	156461	349792
21634	156468	349785
21635	156475	349777
21636	156483	349771
21637	156490	349764
21638	156498	349758
21639	156506	349752
21640	156514	349747
21641	156522	349741
21642	156529	349733
21643	156536	349727
21644	156544	349721
21645	156552	349714
21646	156559	349706
21647	156566	349699
21648	156574	349693
21649	156581	349686
21650	156589	349680
21651	156597	349674
21652	156604	349667
21653	156612	349661
21654	156619	349654
21655	156626	349647
21656	156634	349640
21657	156641	349632
21658	156649	349627
21659	156656	349620
21660	156663	349613
21661	156671	349607
21662	156678	349599
21663	156686	349593
21664	156693	349586
21665	156700	349578
21666	156708	349573
21667	156715	349564
21668	156722	349558
21669	156730	349551
21670	156737	349544
21671	156745	349537
21672	156752	349531
21673	156760	349524
21674	156767	349517
21675	156775	349511
21676	156782	349504
21677	156790	349498
21678	156797	349490
21679	156804	349483
21680	156812	349476
21681	156820	349471
21682	156827	349464
21683	156834	349457
21684	156842	349451
21685	156850	349445
21686	156857	349438
21687	156865	349431
21688	156872	349425
21689	156880	349419
21690	156887	349412
21691	156895	349405
21692	156903	349399
21693	156910	349392
21694	156918	349386
21695	156925	349379
21696	156933	349373
21697	156940	349366
21698	156948	349359
21699	156955	349352
21700	156962	349345
21701	156970	349340
21702	156978	349332
21703	156984	349324
21704	156992	349318
21705	156999	349310
21706	157006	349303
21707	157014	349296
21708	157021	349288
21709	157028	349282
